cas,smiles,input_canonical_smiles,canonical_smiles,MW,logP,TPSA,HBA,HBD,rotatable_bonds,aromatic_rings,FractionCSP3,formal_charge,acid_type,acid_group_count,acid_center_aromatic_flag,local_heteroatom_count,local_halogen_count,nearest_heteroatom_distance,local_conjugation,local_formal_charge,error
586-42-5,O=C(O)C1=CC=CC(=C1)C(=O)C,CC(=O)c1cccc(C(=O)O)c1,CC(=O)c1cccc(C(=O)O)c1,164.16,1.5874,54.37,2,1,2,1,0.111111,0,0,1,0,1,0,2,1,0,
7170-36-7,O=C(O)C=1N=C(C=CC1)C(=O)OC,COC(=O)c1cccc(C(=O)O)n1,COC(=O)c1cccc(C(=O)O)n1,181.147,0.5664,76.49,4,1,2,1,0.125,0,0,1,0,1,0,2,1,0,
3937-96-0,O=C(O)CS(=O)(=O)C1=CC=C(C=C1)C,Cc1ccc(S(=O)(=O)CC(=O)O)cc1,Cc1ccc(S(=O)(=O)CC(=O)O)cc1,214.242,0.85332,71.44,3,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
103-04-8,O=C(O)CSC=1C=CC=CC1,O=C(O)CSc1ccccc1,O=C(O)CSc1ccccc1,168.217,1.8633,37.3,2,1,3,1,0.125,0,0,1,0,1,0,2,1,0,
94-74-6,O=C(O)COC1=CC=C(Cl)C=C1C,Cc1cc(Cl)ccc1OCC(=O)O,Cc1cc(Cl)ccc1OCC(=O)O,200.621,2.11182,46.53,2,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
3147-55-5,O=C(O)C=1C=C(Br)C=C(Br)C1O,O=C(O)c1cc(Br)cc(Br)c1O,O=C(O)c1cc(Br)cc(Br)c1O,295.914,2.6154,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
1643-26-1,O=C(O)CCC=1C=CC=CC1F,O=C(O)CCc1ccccc1F,O=C(O)CCc1ccccc1F,168.167,1.8429,37.3,1,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
626-51-7,O=C(O)CC(C)CC(=O)O,CC(CC(=O)O)CC(=O)O,CC(CC(=O)O)CC(=O)O,146.142,0.5719,74.6,2,2,4,0,0.666667,0,0,2,0,2,0,4,2,0,
13041-62-8,O=C(O)C1=CC=C(OC)C=2C=CC=CC12,COc1ccc(C(=O)O)c2ccccc12,COc1ccc(C(=O)O)c2ccccc12,202.209,2.5466,46.53,2,1,2,2,0.083333,0,0,1,0,1,0,2,1,0,
6925-00-4,O=C(O)C1=CC=C2N=CC=NC2=C1,O=C(O)c1ccc2nccnc2c1,O=C(O)c1ccc2nccnc2c1,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
10421-85-9,O=C(O)C(O)C=1C=CC=CC1Cl,O=C(O)C(O)c1ccccc1Cl,O=C(O)C(O)c1ccccc1Cl,186.594,1.458,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
111-17-1,O=C(O)CCSCCC(=O)O,O=C(O)CCSCCC(=O)O,O=C(O)CCSCCC(=O)O,178.209,0.669,74.6,3,2,6,0,0.666667,0,0,2,0,2,0,4,2,0,
51-44-5,O=C(O)C1=CC=C(Cl)C(Cl)=C1,O=C(O)c1ccc(Cl)c(Cl)c1,O=C(O)c1ccc(Cl)c(Cl)c1,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
89-55-4,O=C(O)C1=CC(Br)=CC=C1O,O=C(O)c1cc(Br)ccc1O,O=C(O)c1cc(Br)ccc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
588-32-9,O=C(O)COC=1C=CC=C(Cl)C1,O=C(O)COc1cccc(Cl)c1,O=C(O)COc1cccc(Cl)c1,186.594,1.8034,46.53,2,1,3,1,0.125,0,0,1,0,1,0,2,1,0,
16730-20-4,O=C(O)C1=CC=2C=C(C=CC2N1)N(=O)=O,O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,206.157,1.7743,96.23,3,2,2,2,0.0,0,0,1,0,1,0,2,1,0,
298-12-4,O=CC(=O)O,O=CC(=O)O,O=CC(=O)O,74.035,-0.7301,54.37,2,1,1,0,0.0,0,0,1,0,1,0,2,1,0,
595-37-9,O=C(O)C(C)(C)CC,CCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,116.16,1.5072,37.3,1,1,2,0,0.833333,0,0,1,0,1,0,2,1,0,
627-03-2,O=C(O)COCC,CCOCC(=O)O,CCOCC(=O)O,104.105,0.1075,46.53,2,1,3,0,0.75,0,0,1,0,1,0,2,1,0,
119-68-6,O=C(O)C=1C=CC=CC1NC,CNc1ccccc1C(=O)O,CNc1ccccc1C(=O)O,151.165,1.4265,49.33,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
138-60-3,O=C1C=C(NC(=C1)C(=O)O)C(=O)O,O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,183.119,-0.2287,107.46,3,3,2,1,0.0,0,0,2,0,2,0,4,2,0,
487-54-7,O=C(O)CNC(=O)C=1C=CC=CC1O,O=C(O)CNC(=O)c1ccccc1O,O=C(O)CNC(=O)c1ccccc1O,195.174,0.2066,86.63,3,3,3,1,0.111111,0,0,1,0,1,0,2,1,0,
595-46-0,O=C(O)C(C(=O)O)(C)C,CC(C)(C(=O)O)C(=O)O,CC(C)(C(=O)O)C(=O)O,132.115,0.1818,74.6,2,2,2,0,0.6,0,0,2,0,2,0,4,2,0,
7782-26-5,O=C(O)C(C=1C=CC=CC1)C,CC(C(=O)O)c1ccccc1,CC(C(=O)O)c1ccccc1,150.177,1.8747,37.3,1,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,
610-16-2,O=C(O)C=1C=CC=CC1N(C)C,CN(C)c1ccccc1C(=O)O,CN(C)c1ccccc1C(=O)O,165.192,1.4508,40.54,2,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,
1666-28-0,O=C(O)C1=CC=C(Br)C=C1O,O=C(O)c1ccc(Br)cc1O,O=C(O)c1ccc(Br)cc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
573-03-5,O=C(O)C1=CC=C(F)C=2C=CC=CC12,O=C(O)c1ccc(F)c2ccccc12,O=C(O)c1ccc(F)c2ccccc12,190.173,2.6771,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
1664-57-9,O=C(O)CCC=1C=CC=C(C1)N(=O)=O,O=C(O)CCc1cccc([N+](=O)[O-])c1,O=C(O)CCc1cccc([N+](=O)[O-])c1,195.174,1.612,80.44,3,1,4,1,0.222222,0,0,1,0,1,0,2,1,0,
372-09-8,N#CCC(=O)O,N#CCC(=O)O,N#CCC(=O)O,85.062,-0.01532,61.09,2,1,1,0,0.333333,0,0,1,0,1,0,2,1,0,
4593-90-2,O=C(O)CC(C=1C=CC=CC1)C,CC(CC(=O)O)c1ccccc1,CC(CC(=O)O)c1ccccc1,164.204,2.2648,37.3,1,1,3,1,0.3,0,0,1,0,1,0,2,1,0,
30964-00-2,O=C(O)CCCCC#C,C#CCCCCC(=O)O,C#CCCCCC(=O)O,126.155,1.2646,37.3,1,1,4,0,0.571429,0,0,1,0,1,0,2,1,0,
616-75-1,O=C(O)C(C(=O)O)CC=1C=CC=CC1,O=C(O)C(Cc1ccccc1)C(=O)O,O=C(O)C(Cc1ccccc1)C(=O)O,194.186,1.0145,74.6,2,2,4,1,0.2,0,0,2,0,2,0,4,2,0,
52950-19-3,O=C(O)C(O)C=1C=CC=CC1Cl,O=C(O)C(O)c1ccccc1Cl,O=C(O)C(O)c1ccccc1Cl,186.594,1.458,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
3775-73-3,O=C(O)CC(N)C,CC(N)CC(=O)O,CC(N)CC(=O)O,103.121,-0.1917,63.32,2,2,2,0,0.75,0,0,1,0,1,0,2,1,0,
22287-28-1,O=C(O)C12CC(C1)C2,O=C(O)C12CC(C1)C2,O=C(O)C12CC(C1)C2,112.128,0.8711,37.3,1,1,1,0,0.833333,0,0,1,0,1,0,2,1,0,
89-56-5,O=C(O)C1=CC(=CC=C1O)C,Cc1ccc(O)c(C(=O)O)c1,Cc1ccc(O)c(C(=O)O)c1,152.149,1.39882,57.53,2,2,1,1,0.125,0,0,1,0,1,0,2,1,0,
79-10-7,O=C(O)C=C,C=CC(=O)O,C=CC(=O)O,72.063,0.257,37.3,1,1,1,0,0.0,0,0,1,0,1,0,2,1,0,
627-01-0,O=C(O)CNCC,CCNCC(=O)O,CCNCC(=O)O,103.121,-0.3195,49.33,2,2,3,0,0.75,0,0,1,0,1,0,2,1,0,
528-90-5,O=C(O)C=1C=C(C(=CC1C)C)C,Cc1cc(C)c(C(=O)O)cc1C,Cc1cc(C)c(C(=O)O)cc1C,164.204,2.31006,37.3,1,1,1,1,0.3,0,0,1,0,1,0,2,1,0,
16841-19-3,O=C(O)C1(O)CCCC1,O=C(O)C1(O)CCCC1,O=C(O)C1(O)CCCC1,130.143,0.3761,57.53,2,2,1,0,0.833333,0,0,1,0,1,0,2,1,0,
926-77-2,O=C(O)C(NC(=O)CN)C,CC(NC(=O)CN)C(=O)O,CC(NC(=O)CN)C(=O)O,146.146,-1.4656,92.42,3,3,3,0,0.6,0,0,1,0,1,0,2,1,0,
883-62-5,O=C(O)C1=CC=2C=CC=CC2C=C1OC,COc1cc2ccccc2cc1C(=O)O,COc1cc2ccccc2cc1C(=O)O,202.209,2.5466,46.53,2,1,2,2,0.083333,0,0,1,0,1,0,2,1,0,
3813-52-3,O=C(O)C1C2C=CC(C2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)O,182.175,0.5939,74.6,2,2,2,0,0.555556,0,0,2,0,2,0,4,2,0,
637-84-3,O=C(O)CNC(=O)CNC(=O)CNC(=O)CN,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,246.223,-3.6217,150.62,5,5,7,0,0.5,0,0,1,0,1,0,2,1,0,
652-18-6,O=C(O)C=1C(F)=C(F)C=C(F)C1F,O=C(O)c1c(F)c(F)cc(F)c1F,O=C(O)c1c(F)c(F)cc(F)c1F,194.083,1.9412,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
495-78-3,O=C(O)CCC=1C=CC=CC1O,O=C(O)CCc1ccccc1O,O=C(O)CCc1ccccc1O,166.176,1.4094,57.53,2,2,3,1,0.222222,0,0,1,0,1,0,2,1,0,
10541-83-0,O=C(O)C1=CC=C(C=C1)NC,CNc1ccc(C(=O)O)cc1,CNc1ccc(C(=O)O)cc1,151.165,1.4265,49.33,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
23229-72-3,O=C(O)C=1SC(=CC1)CC,CCc1ccc(C(=O)O)s1,CCc1ccc(C(=O)O)s1,156.206,2.0087,37.3,2,1,2,1,0.285714,0,0,1,0,1,0,2,1,0,
17874-79-2,O=C(O)C1=NC=C(C=C1)C(=O)OC,COC(=O)c1ccc(C(=O)O)nc1,COC(=O)c1ccc(C(=O)O)nc1,181.147,0.5664,76.49,4,1,2,1,0.125,0,0,1,0,1,0,2,1,0,
395-33-5,O=C(O)C(O)C1=CC=C(F)C=C1,O=C(O)C(O)c1ccc(F)cc1,O=C(O)C(O)c1ccc(F)cc1,170.139,0.9437,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
15115-58-9,O=C(O)CCC=1C=CC=CC1Br,O=C(O)CCc1ccccc1Br,O=C(O)CCc1ccccc1Br,229.073,2.4663,37.3,1,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
1798-11-4,O=C(O)COC1=CC=C(C=C1)N(=O)=O,O=C(O)COc1ccc([N+](=O)[O-])cc1,O=C(O)COc1ccc([N+](=O)[O-])cc1,197.146,1.0582,89.67,4,1,4,1,0.125,0,0,1,0,1,0,2,1,0,
1730-91-2,O=C(O)C(C)CC,CCC(C)C(=O)O,CCC(C)C(=O)O,102.133,1.1171,37.3,1,1,2,0,0.8,0,0,1,0,1,0,2,1,0,
3695-73-6,O=C(O)C(NC(=O)CN)C,CC(NC(=O)CN)C(=O)O,CC(NC(=O)CN)C(=O)O,146.146,-1.4656,92.42,3,3,3,0,0.6,0,0,1,0,1,0,2,1,0,
67-21-0,O=C(O)C(N)CCSCC,CCSCCC(N)C(=O)O,CCSCCC(N)C(=O)O,163.242,0.5415,63.32,3,2,5,0,0.833333,0,0,1,0,1,0,2,1,0,
15959-93-0,O=C(O)C(N)CC(F)(F)F,NC(CC(F)(F)F)C(=O)O,NC(CC(F)(F)F)C(=O)O,157.091,0.3507,63.32,2,2,2,0,0.75,0,0,1,0,1,0,2,1,0,
10502-44-0,O=C(O)C(O)C1=CC=C(OC)C=C1,COc1ccc(C(O)C(=O)O)cc1,COc1ccc(C(O)C(=O)O)cc1,182.175,0.8132,66.76,3,2,3,1,0.222222,0,0,1,0,1,0,2,1,0,
2613-89-0,O=C(O)C(C(=O)O)C=1C=CC=CC1,O=C(O)C(C(=O)O)c1ccccc1,O=C(O)C(C(=O)O)c1ccccc1,180.159,0.9394,74.6,2,2,3,1,0.111111,0,0,2,0,2,0,4,2,0,
506-21-8,O=C(O)CCCCCCCC=CCC=CCCCCC,CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,280.452,5.8845,37.3,1,1,14,0,0.722222,0,0,1,0,1,0,2,1,0,
652-34-6,O=C(O)C1=C(F)C(F)=C(O)C(F)=C1F,O=C(O)c1c(F)c(F)c(O)c(F)c1F,O=C(O)c1c(F)c(F)c(O)c(F)c1F,210.082,1.6468,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
5930-93-8,O=C(O)C1=CC(=CN1)N(=O)=O,O=C(O)c1cc([N+](=O)[O-])c[nH]1,O=C(O)c1cc([N+](=O)[O-])c[nH]1,156.097,0.6211,96.23,3,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
3987-53-9,O=C(O)CN(CC(=O)O)CC=1C=CC=CC1,O=C(O)CN(CC(=O)O)Cc1ccccc1,O=C(O)CN(CC(=O)O)Cc1ccccc1,223.228,0.6578,77.84,3,2,6,1,0.272727,0,0,2,0,2,0,4,2,0,
601-79-6,O=C(O)C(C(=O)O)C(C)C,CC(C)C(C(=O)O)C(=O)O,CC(C)C(C(=O)O)C(=O)O,146.142,0.4278,74.6,2,2,3,0,0.666667,0,0,2,0,2,0,4,2,0,
25055-86-1,O=C(O)CCC1(N=N1)C,CC1(CCC(=O)O)N=N1,CC1(CCC(=O)O)N=N1,128.131,1.0332,62.02,3,1,3,0,0.8,0,0,1,0,1,0,2,1,0,
5657-17-0,O=C(O)CNCCNCC(=O)O,O=C(O)CNCCNCC(=O)O,O=C(O)CNCCNCC(=O)O,176.172,-1.6652,98.66,4,4,7,0,0.666667,0,0,2,0,2,0,4,2,0,
16034-49-4,O=C(O)CN1N=C(C=C1C)C,Cc1cc(C)n(CC(=O)O)n1,Cc1cc(C)n(CC(=O)O)n1,154.169,0.58454,55.12,2,1,2,1,0.428571,0,0,1,0,1,0,2,1,0,
13921-90-9,O=C(O)CC(N)C=1C=CC=CC1,NC(CC(=O)O)c1ccccc1,NC(CC(=O)O)c1ccccc1,165.192,1.1611,63.32,2,2,3,1,0.222222,0,0,1,0,1,0,2,1,0,
7164-43-4,O=C(O)C=1NC(=O)NC(=O)C1N,Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O,Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O,171.112,-1.6564,129.04,4,4,1,1,0.0,0,0,1,0,1,0,2,1,0,
1798-82-9,O=C(O)C1=CC=C(C=C1)C2CC2,O=C(O)c1ccc(C2CC2)cc1,O=C(O)c1ccc(C2CC2)cc1,162.188,2.2622,37.3,1,1,2,1,0.3,0,0,1,0,1,0,2,1,0,
6924-66-9,O=C(O)C=1C=CC=C2N=CC=NC21,O=C(O)c1cccc2nccnc12,O=C(O)c1cccc2nccnc12,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
1013-04-3,O=C(O)C1=CC=C(Cl)C=2C=CC=CC12,O=C(O)c1ccc(Cl)c2ccccc12,O=C(O)c1ccc(Cl)c2ccccc12,206.628,3.1914,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
471-25-0,O=C(O)C#C,C#CC(=O)O,C#CC(=O)O,70.047,-0.2958,37.3,1,1,0,0,0.0,0,0,1,0,1,0,2,1,0,
22426-30-8,N#CC(C(=O)O)(C)C,CC(C)(C#N)C(=O)O,CC(C)(C#N)C(=O)O,113.116,0.62078,61.09,2,1,1,0,0.6,0,0,1,0,1,0,2,1,0,
3739-30-8,O=C(O)C(O)(C)CC,CCC(C)(O)C(=O)O,CCC(C)(O)C(=O)O,118.132,0.232,57.53,2,2,2,0,0.8,0,0,1,0,1,0,2,1,0,
14542-16-6,O=C(O)C1=NC(=CS1)C,Cc1csc(C(=O)O)n1,Cc1csc(C(=O)O)n1,143.167,1.14972,50.19,3,1,1,1,0.2,0,0,1,0,1,0,2,1,0,
1457-59-6,O=C(O)C=1NC=NC1C,Cc1nc[nH]c1C(=O)O,Cc1nc[nH]c1C(=O)O,126.115,0.41632,65.98,2,2,1,1,0.2,0,0,1,0,1,0,2,1,0,
652-32-4,O=C(O)C1=C(F)C(F)=C(C(F)=C1F)C,Cc1c(F)c(F)c(C(=O)O)c(F)c1F,Cc1c(F)c(F)c(C(=O)O)c(F)c1F,208.11,2.24962,37.3,1,1,1,1,0.125,0,0,1,0,1,0,2,1,0,
3235-67-4,O=C(O)CN1CCCCC1,O=C(O)CN1CCCCC1,O=C(O)CN1CCCCC1,143.186,0.5569,40.54,2,1,2,0,0.857143,0,0,1,0,1,0,2,1,0,
3959-23-7,O=C(O)CS(=O)(=O)C=1C=CC=CC1,O=C(O)CS(=O)(=O)c1ccccc1,O=C(O)CS(=O)(=O)c1ccccc1,200.215,0.5449,71.44,3,1,3,1,0.125,0,0,1,0,1,0,2,1,0,
4165-96-2,O=C(O)CC(C=1C=CC=CC1)CC(=O)O,O=C(O)CC(CC(=O)O)c1ccccc1,O=C(O)CC(CC(=O)O)c1ccccc1,208.213,1.7196,74.6,2,2,5,1,0.272727,0,0,2,0,2,0,4,2,0,
3775-72-2,O=C(O)CC(N)C,CC(N)CC(=O)O,CC(N)CC(=O)O,103.121,-0.1917,63.32,2,2,2,0,0.75,0,0,1,0,1,0,2,1,0,
80-69-3,O=C(O)C(O)C(=O)O,O=C(O)C(O)C(=O)O,O=C(O)C(O)C(=O)O,120.06,-1.4835,94.83,3,3,2,0,0.333333,0,0,2,0,2,0,4,2,0,
13073-35-3,O=C(O)C(N)CCSCC,CCSCCC(N)C(=O)O,CCSCCC(N)C(=O)O,163.242,0.5415,63.32,3,2,5,0,0.833333,0,0,1,0,1,0,2,1,0,
56961-31-0,O=C(O)C=1C(Cl)=CC=CC1O,O=C(O)c1c(O)cccc1Cl,O=C(O)c1c(O)cccc1Cl,172.567,1.7438,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
24195-03-7,O=C(O)C1=NC=CC(=C1)C(=O)OC,COC(=O)c1ccnc(C(=O)O)c1,COC(=O)c1ccnc(C(=O)O)c1,181.147,0.5664,76.49,4,1,2,1,0.125,0,0,1,0,1,0,2,1,0,
76-04-0,O=C(O)C(F)(F)Cl,O=C(O)C(F)(F)Cl,O=C(O)C(F)(F)Cl,130.477,0.9026,37.3,1,1,1,0,0.5,0,0,1,0,1,0,2,1,0,
14282-78-1,O=C(O)C=1SC=C(C1)C,Cc1csc(C(=O)O)c1,Cc1csc(C(=O)O)c1,142.179,1.75472,37.3,2,1,1,1,0.166667,0,0,1,0,1,0,2,1,0,
1878-81-5,O=C(O)COC1=CC=C(C=C1)C(=O)C,CC(=O)c1ccc(OCC(=O)O)cc1,CC(=O)c1ccc(OCC(=O)O)cc1,194.186,1.3526,63.6,3,1,4,1,0.2,0,0,1,0,1,0,2,1,0,
15448-77-8,O=C(O)C12CCC(C(=O)OC)(CC1)C2,COC(=O)C12CCC(C(=O)O)(CC1)C2,COC(=O)C12CCC(C(=O)O)(CC1)C2,198.218,1.1945,63.6,3,1,2,0,0.8,0,0,1,0,1,0,2,1,0,
7498-54-6,O=C(O)C1=CC=CC(=C1)C(C)(C)C,CC(C)(C)c1cccc(C(=O)O)c1,CC(C)(C)c1cccc(C(=O)O)c1,178.231,2.6823,37.3,1,1,1,1,0.363636,0,0,1,0,1,0,2,1,0,
15785-54-3,O=C(O)C1=CC(OC)=C(O)C(=C1)N(=O)=O,COc1cc(C(=O)O)cc([N+](=O)[O-])c1O,COc1cc(C(=O)O)cc([N+](=O)[O-])c1O,213.145,1.0072,109.9,5,2,3,1,0.125,0,0,1,0,1,0,2,1,0,
1878-88-2,O=C(O)COC1=CC=CC(=C1)N(=O)=O,O=C(O)COc1cccc([N+](=O)[O-])c1,O=C(O)COc1cccc([N+](=O)[O-])c1,197.146,1.0582,89.67,4,1,4,1,0.125,0,0,1,0,1,0,2,1,0,
75-75-2,O=S(=O)(O)C,CS(=O)(=O)O,CS(=O)(=O)O,96.107,-0.496,54.37,2,1,0,0,1.0,0,1,1,0,3,0,1,0,0,
107-35-7,O=S(=O)(O)CCN,NCCS(=O)(=O)O,NCCS(=O)(=O)O,125.149,-1.1671,80.39,3,2,2,0,1.0,0,1,1,0,3,0,1,0,0,
121-57-3,O=S(=O)(O)C1=CC=C(N)C=C1,Nc1ccc(S(=O)(=O)O)cc1,Nc1ccc(S(=O)(=O)O)cc1,173.193,0.5155,80.39,3,2,1,1,0.0,0,1,1,0,3,0,1,1,0,
636-73-7,O=S(=O)(O)C=1C=NC=CC1,O=S(=O)(O)c1cccnc1,O=S(=O)(O)c1cccnc1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,0,3,0,1,1,0,
98-71-5,O=S(=O)(O)C1=CC=C(C=C1)NN,NNc1ccc(S(=O)(=O)O)cc1,NNc1ccc(S(=O)(=O)O)cc1,188.208,0.2189,92.42,4,3,2,1,0.0,0,1,1,0,3,0,1,1,0,
88-21-1,O=S(=O)(O)C=1C=CC=CC1N,Nc1ccccc1S(=O)(=O)O,Nc1ccccc1S(=O)(=O)O,173.193,0.5155,80.39,3,2,1,1,0.0,0,1,1,0,3,0,1,1,0,
121-47-1,O=S(=O)(O)C=1C=CC=C(N)C1,Nc1cccc(S(=O)(=O)O)c1,Nc1cccc(S(=O)(=O)O)c1,173.193,0.5155,80.39,3,2,1,1,0.0,0,1,1,0,3,0,1,1,0,
15103-48-7,O=S(=O)(O)C1=NC=CC=C1,O=S(=O)(O)c1ccccn1,O=S(=O)(O)c1ccccn1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,0,3,0,1,1,0,
82-75-7,O=S(=O)(O)C1=CC=CC=2C=CC=C(N)C21,Nc1cccc2cccc(S(=O)(=O)O)c12,Nc1cccc2cccc(S(=O)(=O)O)c12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
119-79-9,O=S(=O)(O)C=1C=CC=2C(N)=CC=CC2C1,Nc1cccc2cc(S(=O)(=O)O)ccc12,Nc1cccc2cc(S(=O)(=O)O)ccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
84-86-6,O=S(=O)(O)C1=CC=C(N)C=2C=CC=CC21,Nc1ccc(S(=O)(=O)O)c2ccccc12,Nc1ccc(S(=O)(=O)O)c2ccccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
81-05-0,O=S(=O)(O)C1=CC=CC2=CC(N)=CC=C21,Nc1ccc2c(S(=O)(=O)O)cccc2c1,Nc1ccc2c(S(=O)(=O)O)cccc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
104-15-4,O=S(=O)(O)C1=CC=C(C=C1)C,Cc1ccc(S(=O)(=O)O)cc1,Cc1ccc(S(=O)(=O)O)cc1,172.205,1.24172,54.37,2,1,1,1,0.142857,0,1,1,0,3,0,1,1,0,
84-89-9,O=S(=O)(O)C=1C=CC=C2C(N)=CC=CC21,Nc1cccc2c(S(=O)(=O)O)cccc12,Nc1cccc2c(S(=O)(=O)O)cccc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
81-16-3,O=S(=O)(O)C1=C(N)C=CC=2C=CC=CC21,Nc1ccc2ccccc2c1S(=O)(=O)O,Nc1ccc2ccccc2c1S(=O)(=O)O,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
93-00-5,O=S(=O)(O)C1=CC=C2C=C(N)C=CC2=C1,Nc1ccc2cc(S(=O)(=O)O)ccc2c1,Nc1ccc2cc(S(=O)(=O)O)ccc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
119-28-8,O=S(=O)(O)C=1C=CC=2C=CC=C(N)C2C1,Nc1cccc2ccc(S(=O)(=O)O)cc12,Nc1cccc2ccc(S(=O)(=O)O)cc12,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
5402-20-0,O=S(=O)(O)C=1C=CN=CC1,O=S(=O)(O)c1ccncc1,O=S(=O)(O)c1ccncc1,159.166,0.3283,67.26,3,1,1,1,0.0,0,1,1,0,3,0,1,1,0,
98-33-9,O=S(=O)(O)C1=CC=C(N)C(=C1)C,Cc1cc(S(=O)(=O)O)ccc1N,Cc1cc(S(=O)(=O)O)ccc1N,187.22,0.82392,80.39,3,2,1,1,0.142857,0,1,1,0,3,0,1,1,0,
138-30-7,O=S(=O)(O)C=1C=CC=C(C1)NN,NNc1cccc(S(=O)(=O)O)c1,NNc1cccc(S(=O)(=O)O)c1,188.208,0.2189,92.42,4,3,2,1,0.0,0,1,1,0,3,0,1,1,0,
68922-18-9,O=S(=O)(O)CCC1=NC=CC=C1,O=S(=O)(O)CCc1ccccn1,O=S(=O)(O)CCc1ccccn1,187.22,0.5119,67.26,3,1,3,1,0.285714,0,1,1,0,3,0,1,0,0,
29021-67-8,O=S(=O)(O)C=1C=CC(O)=C2N=C(C=CC21)C,Cc1ccc2c(S(=O)(=O)O)ccc(O)c2n1,Cc1ccc2c(S(=O)(=O)O)ccc(O)c2n1,239.252,1.49552,87.49,4,2,1,2,0.1,0,1,1,0,3,0,1,1,0,
618-03-1,O=S(=O)(O)C1=CC=C(C(N)=C1)C,Cc1ccc(S(=O)(=O)O)cc1N,Cc1ccc(S(=O)(=O)O)cc1N,187.22,0.82392,80.39,3,2,1,1,0.142857,0,1,1,0,3,0,1,1,0,
494-44-0,O=S(=O)(O)C1=CC=C2C=CC(N)=CC2=C1,Nc1ccc2ccc(S(=O)(=O)O)cc2c1,Nc1ccc2ccc(S(=O)(=O)O)cc2c1,223.253,1.6687,80.39,3,2,1,2,0.0,0,1,1,0,3,0,1,1,0,
145-48-2,O=C1C=2C=CC=CC2C(=O)C3=C(O)C(=CC(O)=C13)S(=O)(=O)O,O=C1c2ccccc2C(=O)c2c(O)c(S(=O)(=O)O)cc(O)c21,O=C1c2ccccc2C(=O)c2c(O)c(S(=O)(=O)O)cc(O)c21,320.278,1.1199,128.97,6,3,1,2,0.0,0,1,1,0,3,0,1,1,0,
87655-41-2,O=S(=O)(O)C1=CC=C(N=C1C)C,Cc1ccc(S(=O)(=O)O)c(C)n1,Cc1ccc(S(=O)(=O)O)c(C)n1,187.22,0.94514,67.26,3,1,1,1,0.285714,0,1,1,0,3,0,1,1,0,
